0.791666667,,max,0.8000
0.708333333,,,
0.725,,,
0.716666667,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.75,,,
0.708333333,,,
0.716666667,,,
0.775,,,
0.708333333,,,
0.708333333,,,
0.716666667,,,
0.708333333,,,
0.708333333,,,
0.683333333,,,
0.716666667,,,
0.716666667,,,
0.708333333,,,
0.708333333,,,
0.691666667,,,
0.733333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.716666667,,,
0.708333333,,,
0.733333333,,,
0.708333333,,,
0.708333333,,,
0.716666667,,,
0.783333333,,,
0.716666667,,,
0.708333333,,,
0.708333333,,,
0.733333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.783333333,,,
0.716666667,,,
0.708333333,,,
0.708333333,,,
0.716666667,,,
0.716666667,,,
0.708333333,,,
0.766666667,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.716666667,,,
0.708333333,,,
0.708333333,,,
0.75,,,
0.708333333,,,
0.75,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.733333333,,,
0.708333333,,,
0.708333333,,,
0.716666667,,,
0.691666667,,,
0.708333333,,,
0.708333333,,,
0.75,,,
0.716666667,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.725,,,
0.708333333,,,
0.758333333,,,
0.716666667,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.716666667,,,
0.708333333,,,
0.708333333,,,
0.716666667,,,
0.708333333,,,
0.716666667,,,
0.783333333,,,
0.716666667,,,
0.708333333,,,
0.708333333,,,
0.7,,,
0.783333333,,,
0.708333333,,,
0.716666667,,,
0.716666667,,,
0.716666667,,,
0.708333333,,,
0.775,,,
0.716666667,,,
0.791666667,,,
0.7,,,
0.708333333,,,
0.716666667,,,
0.733333333,,,
0.708333333,,,
0.716666667,,,
0.775,,,
0.725,,,
0.725,,,
0.7,,,
0.691666667,,,
0.775,,,
0.716666667,,,
0.708333333,,,
0.716666667,,,
0.733333333,,,
0.716666667,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.716666667,,,
0.783333333,,,
0.708333333,,,
0.733333333,,,
0.791666667,,,
0.716666667,,,
0.708333333,,,
0.716666667,,,
0.791666667,,,
0.733333333,,,
0.783333333,,,
0.7,,,
0.708333333,,,
0.716666667,,,
0.708333333,,,
0.775,,,
0.716666667,,,
0.775,,,
0.775,,,
0.708333333,,,
0.708333333,,,
0.716666667,,,
0.708333333,,,
0.716666667,,,
0.708333333,,,
0.791666667,,,
0.775,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.783333333,,,
0.783333333,,,
0.708333333,,,
0.783333333,,,
0.725,,,
0.716666667,,,
0.716666667,,,
0.775,,,
0.783333333,,,
0.75,,,
0.791666667,,,
0.783333333,,,
0.791666667,,,
0.725,,,
0.708333333,,,
0.791666667,,,
0.783333333,,,
0.716666667,,,
0.716666667,,,
0.725,,,
0.708333333,,,
0.733333333,,,
0.708333333,,,
0.775,,,
0.716666667,,,
0.708333333,,,
0.783333333,,,
0.791666667,,,
0.766666667,,,
0.783333333,,,
0.708333333,,,
0.725,,,
0.708333333,,,
0.783333333,,,
0.783333333,,,
0.708333333,,,
0.75,,,
0.716666667,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.708333333,,,
0.75,,,
0.708333333,,,
0.783333333,,,
0.775,,,
0.783333333,,,
0.708333333,,,
0.791666667,,,
0.708333333,,,
0.716666667,,,
0.791666667,,,
0.791666667,,,
0.791666667,,,
0.775,,,
0.775,,,
0.733333333,,,
0.75,,,
0.766666667,,,
0.716666667,,,
0.791666667,,,
0.716666667,,,
0.708333333,,,
0.791666667,,,
0.775,,,
0.783333333,,,
0.725,,,
0.775,,,
0.708333333,,,
0.783333333,,,
0.708333333,,,
0.716666667,,,
0.783333333,,,
0.791666667,,,
0.783333333,,,
0.708333333,,,
0.725,,,
0.775,,,
0.766666667,,,
0.791666667,,,
0.766666667,,,
0.75,,,
0.783333333,,,
0.783333333,,,
0.716666667,,,
0.725,,,
0.716666667,,,
0.741666667,,,
0.716666667,,,
0.708333333,,,
0.7,,,
0.783333333,,,
0.716666667,,,
0.708333333,,,
0.783333333,,,
0.783333333,,,
0.791666667,,,
0.708333333,,,
0.683333333,,,
0.783333333,,,
0.783333333,,,
0.783333333,,,
0.75,,,
0.708333333,,,
0.775,,,
0.708333333,,,
0.791666667,,,
0.783333333,,,
0.708333333,,,
0.708333333,,,
0.791666667,,,
0.291666667,,,
0.291666667,,,
0.791666667,,,
0.758333333,,,
0.708333333,,,
0.708333333,,,
0.766666667,,,
0.766666667,,,
