Pipeline,F1 Score
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
"power_trans,power_standardize_True,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,standardizer,quantile_distribution_normal",0.6887643946467477
