Pipeline,F1 Score,Edit Distance with Best,Best Pipeline,Best F1 Score
"power_trans,standard_with_mean_False,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_10,binarizer_threshold_0.4,binarizer_threshold_0,normalizer_norm_l1,quantile_trans,normalizer_norm_max",0.708333333,6,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_distribution_uniform,normalizer_norm_l2,normalizer_norm_max,standardizer,quantile_distribution_uniform,quantile_distribution_uniform",0.708333333,6,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_n_quantiles_10,power_standardize_False,standardizer,standard_with_mean_False",0.758333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_distribution_uniform,binarizer_threshold_0.8,standardizer",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_n_quantiles_1200,power_standardize_True,power_standardize_False",0.766666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer,standard_with_mean_False",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,binarizer_threshold_0,standard_with_mean_True,power_standardize_False",0.683333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,power_standardize_True,normalizer_norm_l2,quantile_distribution_uniform",0.7,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"maxabs,standardizer,standard_with_mean_False,power_trans",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,maxabs,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standardizer,binarizer_threshold_0,normalizer,binarizer_threshold_0.4",0.7,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
binarizer_threshold_0.4,0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_False,standard_with_mean_True,power_trans,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,power_standardize_False,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer,standard_with_mean_True,standard_with_mean_False,power_trans",0.708333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_distribution_normal,standard_with_mean_True,standardizer,power_standardize_False",0.716666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_trans,maxabs,power_standardize_True,standard_with_mean_False",0.775,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,power_standardize_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
normalizer_norm_l2,0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_False,power_standardize_False,standardizer,maxabs",0.75,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer,maxabs",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"maxabs,power_trans,power_standardize_True,standard_with_mean_False",0.783333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer,standardizer,quantile_n_quantiles_500,binarizer",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
normalizer_norm_l1,0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_distribution_normal,maxabs,standard_with_mean_False",0.7,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,normalizer_norm_max,standard_with_mean_False",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.8,normalizer_norm_max,power_trans,normalizer_norm_l2",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0,binarizer_threshold_1.0,binarizer_threshold_0.4",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standardizer,standard_with_mean_False,power_trans",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
quantile_n_quantiles_1500,0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,quantile_n_quantiles_1500,power_standardize_False",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,quantile_n_quantiles_1200,binarizer,power_standardize_False",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_10,binarizer_threshold_0.2,quantile_distribution_uniform,normalizer,standard_with_mean_True",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_False,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_True,power_trans,normalizer",0.725,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,quantile_trans,maxabs,standard_with_mean_False",0.766666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_n_quantiles_500,standard_with_mean_True,power_standardize_False",0.766666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer_norm_l1,power_standardize_False,maxabs,standard_with_mean_False",0.725,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standardizer,quantile_n_quantiles_2000,binarizer_threshold_1.0,quantile_n_quantiles_1000,normalizer_norm_l2",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.6,power_standardize_False,maxabs,standard_with_mean_False",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_trans,standard_with_mean_True,standardizer,power_standardize_False",0.766666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,binarizer_threshold_0,binarizer,power_standardize_True,standard_with_mean_False,standard_with_mean_True",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.6,quantile_n_quantiles_1000,standardizer,binarizer_threshold_0.6,quantile_n_quantiles_500",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,maxabs,standardizer,standard_with_mean_False",0.791666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_500,standard_with_mean_True,power_standardize_False,standard_with_mean_False",0.766666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,standard_with_mean_True,power_standardize_False,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,quantile_n_quantiles_100,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,standardizer,power_standardize_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_False,power_standardize_True,quantile_n_quantiles_2000,power_standardize_False",0.716666667,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,maxabs,standard_with_mean_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,standard_with_mean_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,quantile_n_quantiles_200,power_standardize_False",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standard_with_mean_True",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_500,binarizer_threshold_0.2,binarizer_threshold_0.8,quantile_n_quantiles_1500",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,power_standardize_True,power_standardize_False,standard_with_mean_False",0.791666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
standard_with_mean_True,0.75,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,standard_with_mean_True,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_1.0,quantile_n_quantiles_2000,quantile_n_quantiles_1500,binarizer_threshold_0.4,quantile_trans",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans,standard_with_mean_True,standardizer,standard_with_mean_False",0.775,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_trans,quantile_trans",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,quantile_n_quantiles_1500,standard_with_mean_False,power_trans",0.758333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,standard_with_mean_True,power_standardize_False,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0,standard_with_mean_True,power_standardize_False",0.708333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,standard_with_mean_False,power_trans",0.3,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standardizer,power_trans,standard_with_mean_True,standard_with_mean_False,standard_with_mean_True",0.791666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,maxabs,power_standardize_False,standardizer,quantile_n_quantiles_200,standard_with_mean_False",0.766666667,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,binarizer_threshold_0.4,binarizer_threshold_0.4,binarizer_threshold_1.0,maxabs,binarizer_threshold_0.4",0.708333333,6,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_2000,power_standardize_True,quantile_n_quantiles_1500,standard_with_mean_True,quantile_n_quantiles_500",0.716666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,maxabs,quantile_n_quantiles_2000,standard_with_mean_False",0.766666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_distribution_normal,power_standardize_False,maxabs,standard_with_mean_False",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,standardizer,standard_with_mean_False,power_standardize_False",0.791666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans,maxabs,standard_with_mean_False",0.775,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,standard_with_mean_False,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0,power_trans,normalizer_norm_l2,power_trans",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_True,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,maxabs,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_1500,standard_with_mean_True,power_standardize_False,standard_with_mean_False",0.766666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_n_quantiles_1200,binarizer,quantile_n_quantiles_200",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
quantile_n_quantiles_2000,0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,binarizer_threshold_0.4,standard_with_mean_False",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.2,standard_with_mean_True,power_standardize_False",0.708333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
standard_with_mean_False,0.75,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
quantile_n_quantiles_200,0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,normalizer,standard_with_mean_False",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.6,normalizer_norm_l2,binarizer_threshold_0,power_standardize_False",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_False,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,maxabs,quantile_trans,standard_with_mean_False",0.766666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,binarizer_threshold_0,power_standardize_False",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,maxabs,binarizer_threshold_0.8,standard_with_mean_False",0.716666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,power_standardize_False,standardizer",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.4,quantile_n_quantiles_1200,binarizer_threshold_1.0,normalizer_norm_l2,quantile_trans",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_500,binarizer_threshold_0.4,power_standardize_False,standardizer,binarizer_threshold_0.2",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_200,quantile_n_quantiles_2000,quantile_n_quantiles_2000",0.741666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standard_with_mean_False,maxabs",0.75,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_False,standard_with_mean_True,standard_with_mean_True,standardizer,power_trans",0.35,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standardizer,normalizer,maxabs,quantile_n_quantiles_1500",0.725,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_500,standard_with_mean_True",0.766666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_1.0,power_standardize_False,maxabs,standard_with_mean_False",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,minmax,power_standardize_False,maxabs,standard_with_mean_False",0.783333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,power_standardize_False,maxabs,power_trans,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0,normalizer_norm_l2",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer_norm_l2,quantile_distribution_uniform,power_trans,quantile_n_quantiles_1500,binarizer_threshold_0.6",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,binarizer_threshold_1.0,power_standardize_False,standard_with_mean_False",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,maxabs,standard_with_mean_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,binarizer_threshold_0.8,standardizer,standard_with_mean_False,power_standardize_True,power_trans",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,quantile_n_quantiles_500,standard_with_mean_False,power_trans",0.758333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_1000,quantile_trans,quantile_n_quantiles_500,power_trans,quantile_trans",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standardizer,standard_with_mean_False,power_trans,power_standardize_True",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standardizer,standard_with_mean_True,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standardizer,binarizer_threshold_0.2,standard_with_mean_False",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer,binarizer_threshold_0,normalizer,power_standardize_False,binarizer_threshold_1.0",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standard_with_mean_True",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,power_trans,power_standardize_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.2,quantile_n_quantiles_500",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_n_quantiles_1000,standard_with_mean_True,power_standardize_False,standard_with_mean_False",0.766666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,maxabs,power_standardize_False,standard_with_mean_False",0.791666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standardizer,standard_with_mean_False,power_trans",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,binarizer_threshold_1.0,power_standardize_False",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,power_standardize_True,power_standardize_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,maxabs,binarizer_threshold_1.0,power_trans,standard_with_mean_False",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_False,maxabs,power_standardize_False",0.75,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,binarizer_threshold_0.8,power_standardize_True,power_standardize_False",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,normalizer_norm_l2,standard_with_mean_True,power_standardize_False",0.7,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer_norm_l1,quantile_n_quantiles_100,binarizer_threshold_0.8,binarizer_threshold_0.6,binarizer_threshold_1.0,quantile_n_quantiles_2000",0.708333333,6,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
quantile_n_quantiles_2000,0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_False,power_standardize_False,standard_with_mean_True",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,binarizer,power_standardize_False,standard_with_mean_False",0.683333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standard_with_mean_True,standard_with_mean_False",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,minmax,standard_with_mean_False,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standardizer,standard_with_mean_False,power_standardize_True,power_standardize_False",0.791666667,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,standard_with_mean_False,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,maxabs,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,maxabs,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,power_trans,binarizer_threshold_0.2",0.716666667,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,standardizer,minmax,power_standardize_False",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_False,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standardizer,standard_with_mean_False,standard_with_mean_True,standard_with_mean_True,power_trans",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_False,quantile_n_quantiles_200,power_standardize_True,power_standardize_False",0.766666667,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0,binarizer_threshold_1.0,binarizer_threshold_0.8,binarizer,quantile_n_quantiles_1500",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standardizer,standard_with_mean_True,power_trans,power_standardize_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,binarizer_threshold_0.4,power_standardize_False,maxabs,standard_with_mean_False",0.716666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standardizer,standard_with_mean_True,power_trans,power_standardize_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
binarizer_threshold_1.0,0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standardizer,standard_with_mean_True,standard_with_mean_True,power_trans",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.4,quantile_n_quantiles_1500,quantile_n_quantiles_100,quantile_n_quantiles_1000",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,binarizer_threshold_0.6,binarizer_threshold_0.2",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,normalizer,binarizer_threshold_0.8",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer_norm_l2,quantile_n_quantiles_1000,normalizer_norm_l1,standardizer,normalizer",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_n_quantiles_100,standard_with_mean_True,power_standardize_False,standard_with_mean_False",0.766666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_1500,quantile_n_quantiles_10,quantile_n_quantiles_100,binarizer_threshold_0.8",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_200,standard_with_mean_True,power_standardize_False",0.766666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_n_quantiles_2000,power_standardize_True,power_standardize_False",0.766666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_distribution_normal,maxabs,power_standardize_False,standardizer,standard_with_mean_False",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_False,standard_with_mean_True,power_standardize_False,standard_with_mean_False",0.791666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,power_standardize_False,maxabs,power_trans",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_False,power_standardize_False,standard_with_mean_True",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,quantile_n_quantiles_200,standard_with_mean_False",0.766666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standardizer,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_2000,standard_with_mean_False,power_standardize_True,power_standardize_False",0.775,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,normalizer,power_standardize_False",0.725,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_True,standard_with_mean_False,power_standardize_True,power_standardize_False",0.291666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,power_standardize_False",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,binarizer_threshold_0.4,standard_with_mean_True,power_standardize_False",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.2,quantile_n_quantiles_1500,binarizer_threshold_1.0,normalizer,binarizer,quantile_n_quantiles_10",0.708333333,6,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,binarizer,standard_with_mean_True,standardizer,power_trans",0.708333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standardizer,standard_with_mean_False,quantile_n_quantiles_200,power_trans",0.775,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,maxabs,standard_with_mean_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,quantile_n_quantiles_1500,standard_with_mean_False",0.766666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_True,maxabs,power_trans,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standardizer,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,power_standardize_False,quantile_n_quantiles_2000,standard_with_mean_False",0.766666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer_norm_max,binarizer_threshold_0.6,quantile_n_quantiles_200",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,maxabs,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans,standard_with_mean_True,standardizer,standard_with_mean_False",0.775,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_n_quantiles_100,power_standardize_True,standard_with_mean_False",0.775,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standardizer,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,maxabs,quantile_n_quantiles_1500,standard_with_mean_False",0.766666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"minmax,power_trans,power_standardize_True,binarizer_threshold_0.2",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standardizer,power_trans,power_standardize_True,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,standard_with_mean_True,standardizer,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"maxabs,quantile_n_quantiles_2000",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,maxabs,power_trans,standard_with_mean_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standardizer,power_standardize_False,standard_with_mean_False",0.791666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,standard_with_mean_False,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
