Pipeline,F1 Score,Edit Distance with Best,Best Pipeline,Best F1 Score
"standard_with_mean_True,power_standardize_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_1500,standard_with_mean_True,power_standardize_False",0.766666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.2,normalizer_norm_l1,power_standardize_False,quantile_distribution_uniform,minmax",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,maxabs,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,binarizer_threshold_0,standard_with_mean_False,power_trans",0.683333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_True,power_standardize_False,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"minmax,normalizer_norm_l2,binarizer_threshold_0.6,standard_with_mean_False,quantile_trans,quantile_n_quantiles_1200",0.708333333,6,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_n_quantiles_200,power_standardize_True,standard_with_mean_False",0.775,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer_norm_l2,binarizer_threshold_0.6,binarizer_threshold_0.4,quantile_n_quantiles_100,power_standardize_True,binarizer_threshold_0",0.708333333,6,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_False,standard_with_mean_True,standardizer,power_trans",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_True,binarizer_threshold_0.4,standard_with_mean_False",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,power_standardize_False,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,binarizer_threshold_0,power_standardize_False",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.8,normalizer_norm_max,power_standardize_False,binarizer_threshold_0.8",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"minmax,standardizer,power_trans,quantile_n_quantiles_1200",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standardizer,quantile_distribution_normal,standard_with_mean_True,standard_with_mean_False,power_trans",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans,standard_with_mean_False",0.775,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,standard_with_mean_True,power_trans,power_standardize_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_True,standard_with_mean_False,power_standardize_False",0.791666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_True,maxabs,binarizer_threshold_0,quantile_n_quantiles_1200",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
quantile_n_quantiles_2000,0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_standardize_True,minmax,power_trans,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,power_trans,power_standardize_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans,standard_with_mean_True,standard_with_mean_False",0.775,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer,binarizer_threshold_0.2,quantile_n_quantiles_1500,minmax",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,normalizer_norm_l2,power_trans,standard_with_mean_False",0.766666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,power_standardize_False,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0,standardizer,standard_with_mean_True,standard_with_mean_False,power_trans",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_1.0,power_standardize_False",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,power_trans",0.783333333,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_True,power_standardize_False,quantile_n_quantiles_1500,standard_with_mean_False",0.766666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,power_standardize_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_2000,power_standardize_False",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_True,standard_with_mean_False,power_standardize_False",0.791666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans,power_trans",0.708333333,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_100,quantile_n_quantiles_1500,minmax,quantile_trans,quantile_n_quantiles_2000,binarizer_threshold_0.6",0.691666667,6,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_standardize_True,quantile_n_quantiles_200,standard_with_mean_False",0.766666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,power_trans",0.791666667,0,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_10,normalizer_norm_l2,quantile_n_quantiles_2000,maxabs",0.733333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standardizer,standard_with_mean_True,standardizer,standard_with_mean_False,power_trans",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,power_trans",0.791666667,0,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer_norm_l1,binarizer_threshold_1.0,binarizer_threshold_0.2,quantile_n_quantiles_10",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_True,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,power_standardize_False,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,normalizer_norm_l2,power_standardize_False",0.725,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_standardize_True,standard_with_mean_False,power_trans",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer,normalizer_norm_l1,maxabs,binarizer_threshold_0,quantile_n_quantiles_10,binarizer_threshold_0.2",0.708333333,6,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,power_trans",0.783333333,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,quantile_n_quantiles_1500,standard_with_mean_True,power_trans",0.766666667,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standardizer,power_standardize_False,standard_with_mean_False",0.791666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.6,power_standardize_False",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"minmax,standard_with_mean_True,power_trans",0.783333333,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_500,standard_with_mean_True,binarizer_threshold_0.6,quantile_n_quantiles_500,power_standardize_False,quantile_n_quantiles_1500",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.6,quantile_n_quantiles_1500,quantile_n_quantiles_2000,standard_with_mean_False,quantile_n_quantiles_1000",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"minmax,normalizer_norm_max,quantile_distribution_uniform,quantile_n_quantiles_2000,quantile_distribution_uniform",0.725,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_distribution_uniform,quantile_n_quantiles_100",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer_norm_max,standard_with_mean_True,power_standardize_False",0.725,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_distribution_uniform,power_standardize_False",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
power_standardize_False,0.766666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_distribution_normal,standard_with_mean_True",0.7,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.2,standard_with_mean_True,power_trans",0.708333333,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_n_quantiles_1500,quantile_n_quantiles_1500,binarizer,quantile_n_quantiles_1000,quantile_n_quantiles_1000",0.708333333,6,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,power_standardize_True,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,normalizer,standard_with_mean_True,power_standardize_False",0.7,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_False,power_standardize_True",0.775,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,quantile_distribution_normal,standard_with_mean_True,standard_with_mean_False,power_trans",0.716666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,binarizer_threshold_0.8,power_standardize_False,standard_with_mean_False",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer,quantile_n_quantiles_10,minmax,quantile_n_quantiles_2000,binarizer_threshold_0,power_trans",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,power_standardize_False,standard_with_mean_False,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_False,power_standardize_False,power_standardize_True",0.791666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,power_standardize_True,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standardizer,binarizer_threshold_0.4,maxabs",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_1500,normalizer_norm_l2,binarizer,binarizer_threshold_0",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True",0.783333333,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
power_standardize_False,0.766666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standardizer,power_standardize_False,standard_with_mean_False,power_trans",0.291666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,quantile_n_quantiles_1500,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer_norm_max,standard_with_mean_True,power_standardize_False",0.725,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.6,power_standardize_False",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
binarizer,0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,power_trans,quantile_n_quantiles_1500,standard_with_mean_False",0.766666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,normalizer_norm_l1,standard_with_mean_True,power_trans",0.758333333,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_False,power_trans,standard_with_mean_True",0.775,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_standardize_True,quantile_n_quantiles_200,standard_with_mean_False",0.766666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
normalizer,0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_n_quantiles_1000,power_standardize_False,standard_with_mean_False",0.775,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,binarizer_threshold_0.4,standardizer,standard_with_mean_True,standard_with_mean_False,power_trans",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,power_standardize_False,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_True,binarizer_threshold_1.0",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_200,power_standardize_True,standard_with_mean_False",0.775,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_False,power_trans,standard_with_mean_False",0.708333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_200,standard_with_mean_True,power_standardize_False",0.766666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,normalizer_norm_max,power_standardize_False",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standardizer,standard_with_mean_True,standard_with_mean_False,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,quantile_n_quantiles_500",0.716666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_True,standard_with_mean_False,power_trans",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,power_trans,power_standardize_True",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_100,binarizer_threshold_0.4,binarizer_threshold_0.4,normalizer,normalizer_norm_l2",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_True,standardizer,standard_with_mean_False",0.791666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.6,binarizer_threshold_1.0,power_trans,normalizer_norm_l2,power_standardize_False",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_n_quantiles_2000,power_standardize_False",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,standard_with_mean_False,quantile_n_quantiles_1500,power_trans",0.775,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,power_trans,power_standardize_True",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,normalizer_norm_max,power_standardize_True,power_standardize_False,standard_with_mean_False",0.716666667,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans,standard_with_mean_True",0.775,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,standard_with_mean_False,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer_norm_max,standard_with_mean_True,power_standardize_False",0.725,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,power_standardize_False",0.291666667,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,maxabs,quantile_n_quantiles_2000,binarizer_threshold_0.6,quantile_distribution_uniform,standard_with_mean_False",0.708333333,6,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_n_quantiles_500,standard_with_mean_True,power_standardize_False",0.766666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,standard_with_mean_False,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_True,quantile_n_quantiles_200,binarizer_threshold_0.4,binarizer_threshold_1.0",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,power_standardize_False",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_False,power_trans,power_standardize_True",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
power_standardize_False,0.766666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,power_trans,power_standardize_True",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,quantile_n_quantiles_500,normalizer_norm_l1,normalizer",0.716666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans,standard_with_mean_False",0.775,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"maxabs,quantile_n_quantiles_2000,power_trans,power_standardize_False",0.766666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,quantile_n_quantiles_1000,standard_with_mean_False",0.766666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,binarizer_threshold_0.2,standard_with_mean_False",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_standardize_True,power_trans,standard_with_mean_False",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standardizer,binarizer_threshold_0.4,standard_with_mean_False,power_trans",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,standard_with_mean_True,standard_with_mean_False",0.708333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"minmax,power_standardize_True,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_True,power_trans,power_standardize_False,standard_with_mean_False",0.791666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,quantile_n_quantiles_1000,power_standardize_False",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standardizer,standard_with_mean_True,standardizer,standard_with_mean_False,power_trans",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.8,quantile_trans,normalizer_norm_l2,normalizer_norm_l2,normalizer,quantile_n_quantiles_200",0.708333333,6,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_True,power_standardize_False,power_trans",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,power_standardize_True,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans,standard_with_mean_True",0.775,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
quantile_n_quantiles_1200,0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,standard_with_mean_True,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_True,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,quantile_n_quantiles_100,standardizer,standard_with_mean_True,standard_with_mean_False,power_trans",0.766666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,binarizer_threshold_1.0,power_trans",0.708333333,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_True,quantile_distribution_normal,standard_with_mean_False",0.7,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_True,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,power_standardize_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,normalizer,binarizer_threshold_1.0",0.708333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_500,quantile_n_quantiles_10",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_False,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_1000,quantile_n_quantiles_500",0.716666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_2000,normalizer_norm_l1,quantile_n_quantiles_1200,quantile_n_quantiles_2000,maxabs,normalizer_norm_l2",0.708333333,6,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_1200,standard_with_mean_True,standardizer,power_trans,binarizer_threshold_0",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_1000,standard_with_mean_True,power_trans",0.766666667,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_distribution_uniform,standard_with_mean_True,power_standardize_False",0.766666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,standard_with_mean_False,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer,quantile_n_quantiles_1200",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"maxabs,power_standardize_False,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,standardizer,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,power_trans,quantile_distribution_uniform,standard_with_mean_False",0.766666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_False,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,standard_with_mean_False,power_trans,quantile_n_quantiles_1500,quantile_n_quantiles_1500",0.725,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
normalizer_norm_max,0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,power_trans",0.791666667,0,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_True,standard_with_mean_False,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"maxabs,power_standardize_False,standard_with_mean_False",0.783333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer_norm_l2,power_standardize_False",0.708333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_True,standard_with_mean_False,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"standard_with_mean_False,power_standardize_True,power_trans",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,maxabs,power_trans,standard_with_mean_False",0.783333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_1000,power_standardize_True,binarizer_threshold_0.2,quantile_n_quantiles_1500,maxabs",0.708333333,5,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
standard_with_mean_False,0.75,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,quantile_n_quantiles_2000,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_True,power_standardize_True,standard_with_mean_False",0.783333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_n_quantiles_100,standard_with_mean_False",0.758333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_False,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,quantile_n_quantiles_100,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer_norm_l2,binarizer,normalizer_norm_max,binarizer_threshold_0.4",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.6,quantile_n_quantiles_1200,quantile_n_quantiles_1500,normalizer_norm_l1",0.708333333,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,standard_with_mean_False,power_standardize_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_trans,power_standardize_True,standardizer,standard_with_mean_False",0.791666667,4,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"normalizer_norm_max,standard_with_mean_True,quantile_n_quantiles_200,power_standardize_False",0.733333333,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"maxabs,quantile_n_quantiles_10,quantile_n_quantiles_500,power_standardize_True,binarizer_threshold_1.0,normalizer_norm_max",0.708333333,6,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,maxabs,power_standardize_True,power_trans,standard_with_mean_False",0.791666667,3,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,quantile_n_quantiles_10,power_trans",0.758333333,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"binarizer_threshold_0.4,standard_with_mean_True,power_standardize_False",0.708333333,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_False,power_standardize_True",0.775,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"quantile_distribution_normal,standard_with_mean_True,power_standardize_False",0.716666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_False,power_trans,power_standardize_True",0.791666667,2,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,power_trans",0.775,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
"power_standardize_False,standard_with_mean_True,power_standardize_False",0.291666667,1,"power_standardize_False,standard_with_mean_True,power_trans",0.791666667
